Title,Original Title,Seen,Original DVD,Production Year,Running Time,Genre,Cover Image Front
O Gato Das Botas,Puss in Boots,TRUE,TRUE,2011,87,Animação,Z:\Databases\DVD_1\Images\5601887577057.15F.JPG
O Golpe de Baker Street,The Bank Job,FALSE,TRUE,2008,107,Suspense/Thriller,Z:\Databases\DVD_1\Images\5600304205658.15F.JPG
O Grande Elias,,TRUE,TRUE,1950,108,Comédia,Z:\Databases\DVD_1\Images\I66AA0AF4EF39916F.15F.JPG
O Grilo feliz,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M60.15F.JPG
O Guarda Fraldas,Daddy Day Care,FALSE,TRUE,2003,88,Comédia,Z:\Databases\DVD_1\Images\5601887460434.15F.JPG
O Homem da Máscara de Ferro,The Man in The Iron Mask,TRUE,TRUE,1998,132,Acção,Z:\Databases\DVD_1\Images\5600304217934.15F.JPG
O Homem da Pistola Dourada,The Man With the Golden Gun,TRUE,TRUE,1974,120,Acção,Z:\Databases\DVD_1\Images\I1C67EC976EE68012.15F.JPG
O Homem das Cavernas Vol. 1,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M83.15F.JPG
O Homem das Cavernas Vol. 2,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M110F.JPG
O Homem Perfeito,The Perfect Man,FALSE,TRUE,2005,96,,Z:\Databases\DVD_1\Images\5050582384758.15F.JPG
O Homem Que Sabia Demasiado,The Man Who Knew Too Much,TRUE,TRUE,1934,75,Suspense/Thriller,Z:\Databases\DVD_1\Images\IDD38714EDD9FEE30.15F.JPG
O Hotel,The Million Dollar Hotel,FALSE,TRUE,1999,117,Drama,Z:\Databases\DVD_1\Images\5601887427260.15F.JPG
O Ilusionista,The Illusionist,FALSE,TRUE,2006,109,Drama,Z:\Databases\DVD_1\Images\5602193335577.15F.JPG
O Império dos Lobos,L'Empire des Loups,TRUE,TRUE,2005,123,,Z:\Databases\DVD_1\Images\5601887478798.15F.JPG
O Jogo,The Game,TRUE,TRUE,1997,123,Drama,Z:\Databases\DVD_1\Images\I2F27C78B1E50CEEE.15F.JPG
O Jogo da Imitação,The Imitation Game,FALSE,TRUE,2014,108,Drama,Z:\Databases\DVD_1\Images\5601887614219.15F.JPG
O Jogo da sedução,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M112.15F.JPG
O Jogo de Mr. Ripley,Ripley's Game,FALSE,TRUE,2002,105,Crime,Z:\Databases\DVD_1\Images\5602193342599.15F.JPG
O Jogo do Poder,The Contender,TRUE,TRUE,2000,121,,Z:\Databases\DVD_1\Images\5601887424894.15F.JPG
O Julgamento do Diabo,Shortcut to Happiness,TRUE,TRUE,2003,97,Comédia,Z:\Databases\DVD_1\Images\5602193348607.15F.JPG
O Júri,Runaway Jury,TRUE,TRUE,2003,121,,Z:\Databases\DVD_1\Images\5608652022019.15F.JPG
O Lago,Lake Placid,TRUE,TRUE,1999,81,,Z:\Databases\DVD_1\Images\5601887429066.15F.JPG
O Leão da Estrela,,TRUE,TRUE,1947,113,,Z:\Databases\DVD_1\Images\5606699505342.15F.JPG
O Leão de Oz (Lion of Oz),,TRUE,TRUE,2000,71,,Z:\Databases\DVD_1\Images\5608652004862.15F.JPG
O Libertino,The Libertine,TRUE,TRUE,2004,109,Drama,Z:\Databases\DVD_1\Images\5601684094542.15F.JPG
O Mar é Azul - A História Natural dos Oceanos,,FALSE,TRUE,2001,488,,Z:\Databases\DVD_1\Images\5601887447671.15F.JPG
O Maravilhoso Mundo dos Brinquedos,Mr. Magorium's Wonder Emporium,TRUE,TRUE,2007,90,Comédia,Z:\Databases\DVD_1\Images\5608652032391.15F.JPG
O Matador,The Matador,TRUE,TRUE,2005,96,,Z:\Databases\DVD_1\Images\5602193332309.15F.JPG
O Mercador de Veneza,The Merchant of Venice,FALSE,TRUE,2004,126,Drama,Z:\Databases\DVD_1\Images\5600304160148.15F.JPG
O Meu Encontro Com Drew,My Date With Drew,FALSE,TRUE,2004,90,,Z:\Databases\DVD_1\Images\5606118101759.15F.JPG
O Meu Nome É Bill,Meet Bill,FALSE,TRUE,2007,89,Comédia,Z:\Databases\DVD_1\Images\5600304203241.15F.JPG
O Meu primo Vinny,My Cousin Vinny,TRUE,TRUE,1992,114,Comédia,Z:\Databases\DVD_1\Images\5608652009584.15F.JPG
O Meu Tio,Mon oncle,FALSE,TRUE,1958,111,Comédia,Z:\Databases\DVD_1\Images\5606699505298.15F.JPG
O Mito,San wa,TRUE,TRUE,2005,117,Acção,Z:\Databases\DVD_1\Images\5608652034975.15F.JPG
O Mosqueteiro,The Musketeer,FALSE,TRUE,2001,100,Acção,Z:\Databases\DVD_1\Images\5050582009767.15F.JPG
O Motel,Vacancy,FALSE,TRUE,2007,82,Suspense/Thriller,Z:\Databases\DVD_1\Images\8414533047975.15F.JPG
O Mundo a seus Pés,Citizen Kane,TRUE,TRUE,1941,119,Drama,Z:\Databases\DVD_1\Images\5602227301615.15F.JPG
O Mundo Não Chega,The World Is Not Enough,TRUE,TRUE,1999,123,Acção,Z:\Databases\DVD_1\Images\IA36E55B9EF8F0CE0.15F.JPG
O Namorado Atómico,Blast from the Past,TRUE,TRUE,1999,99,Comédia,Z:\Databases\DVD_1\Images\5601887424962.15F.JPG
O Novo Diário de Bridget Jones,Bridget Jones: The Edge of Reason,FALSE,TRUE,2004,103,Comédia,Z:\Databases\DVD_1\Images\5050582310740.15F.JPG
O Olho,The Eye,FALSE,TRUE,2008,120,Suspense/Thriller,Z:\Databases\DVD_1\Images\5608652033671.15F.JPG
O outro homem,The Other Man,TRUE,TRUE,2008,87,Drama,Z:\Databases\DVD_1\Images\5600304213790.15F.JPG
O Outro Lado da Fronteira,Across the Line: The Exodus of Charlie Wright,FALSE,TRUE,2010,94,Crime,Z:\Databases\DVD_1\Images\5600351700984.15F.JPG
O Pacificador,The Peacemaker,TRUE,TRUE,1997,119,,Z:\Databases\DVD_1\Images\0678149097924.15F.JPG
O Pacto dos Lobos,Le Pacte des loups,TRUE,TRUE,2001,138,Suspense/Thriller,Z:\Databases\DVD_1\Images\5608652016544.15F.JPG
O Pai Tirano,,TRUE,TRUE,1941,114,Clássico,Z:\Databases\DVD_1\Images\IB652695230AA6521.15F.JPG
O Panda do Kung Fu,Kung Fu Panda,TRUE,TRUE,2008,88,Animação,Z:\Databases\DVD_1\Images\5601887528608.15F.JPG
O panda do kung fu 2,Kung Fu Panda 2,FALSE,TRUE,2011,90,Artes Marciais,Z:\Databases\DVD_1\Images\5601887573134.15F.JPG
O Par do Ano,America's Sweethearts,TRUE,TRUE,2001,99,Comédia,Z:\Databases\DVD_1\Images\5601887438310.15F.JPG
O Paraíso da Barafunda,Home on the Range,TRUE,TRUE,2004,73,,Z:\Databases\DVD_1\Images\5601887466443.15F.JPG
O Pastor - Alguém tem de Morrer,Saving God,TRUE,TRUE,2009,97,Crime,Z:\Databases\DVD_1\Images\5600351701127.15F.JPG
O Pátio das Cantigas,,TRUE,TRUE,1942,127,Comédia,Z:\Databases\DVD_1\Images\I5A5F6A11F53E7BC6.15F.JPG
O Pianista,The Pianist,FALSE,TRUE,2001,142,Drama,Z:\Databases\DVD_1\Images\5601684045506.15F.JPG
O Pistoleiro do diabo,High Plains Drifter,TRUE,TRUE,1973,101,Western,Z:\Databases\DVD_1\Images\IED899127B1E56F83.15F.JPG
O Planeta do Tesouro,Treasure Planet,TRUE,TRUE,2002,91,Animação,Z:\Databases\DVD_1\Images\5601887447039.15F.JPG
O Plano,A Simple Plan,FALSE,TRUE,1998,116,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887429806.15F.JPG
O Poder da Justiça,The Rainmaker,FALSE,TRUE,1997,130,Drama,Z:\Databases\DVD_1\Images\5601887417322.15F.JPG
O Preço da Coragem,,TRUE,TRUE,2003,98,,Z:\Databases\DVD_1\Images\5601887459391.15F.JPG
O Príncipe e eu,The Prince & Me,TRUE,TRUE,2004,106,Comédia,Z:\Databases\DVD_1\Images\IB0A5C8A4E9E9147C.15F.JPG
O Quarto Anjo,,FALSE,TRUE,2001,91,,Z:\Databases\DVD_1\Images\5601887445059.15F.JPG
O Que As Mulheres Querem,What Women Want,TRUE,TRUE,2000,121,,Z:\Databases\DVD_1\Images\5601887426782.15F.JPG
O Quebra Nozes - O Rei dos Ratos,The Nutcracker and the Mouseking,FALSE,TRUE,2005,0,Animação,Z:\Databases\DVD_1\Images\5601073514217.15F.JPG
O Quinteto da Morte,The Ladykillers,TRUE,TRUE,2004,100,,Z:\Databases\DVD_1\Images\5601887466535.15F.JPG
O Rapaz Formiga,The Ant Bully,FALSE,TRUE,2006,85,Animação,Z:\Databases\DVD_1\Images\7321977736680.15F.JPG
O Recruta,,TRUE,TRUE,2003,110,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887457373.15F.JPG
O Regresso de Henry,Regarding Henry,TRUE,TRUE,1991,103,Drama,Z:\Databases\DVD_1\Images\5601887452835.15F.JPG
O Rei da Califórnia,King of California,FALSE,TRUE,2007,94,Comédia,Z:\Databases\DVD_1\Images\5602193346818.15F.JPG
O Rei Leão,The Lion King,TRUE,TRUE,1994,85,Família,Z:\Databases\DVD_1\Images\5601887451326.15F.JPG
O reino proibido,The Forbidden Kingdom,FALSE,TRUE,2008,105,Acção,Z:\Databases\DVD_1\Images\5600304207041.15F.JPG
O repórter,Anchorman: The Legend of Ron Burgundy,TRUE,TRUE,2004,90,Comédia,Z:\Databases\DVD_1\Images\5050583013909.15F.JPG
"O Resgate dos ""Soldados Fantasma""",The Great Raid,FALSE,TRUE,2005,132,Acção,Z:\Databases\DVD_1\Images\5600304168656.15F.JPG
O Ringue,Play It To The Bone,TRUE,TRUE,1999,125,,Z:\Databases\DVD_1\Images\5601887429844.15F.JPG
O Rio,The River,FALSE,TRUE,1984,119,Drama,Z:\Databases\DVD_1\Images\5050582005097.15F.JPG
O Salta Pocinhas,Le roman de Renart,FALSE,TRUE,2005,95,Animação,Z:\Databases\DVD_1\Images\I0454C84155479BFB.15F.JPG
O Segredo de Brokeback Mountain,Brokeback Mountain,FALSE,TRUE,2005,129,Drama,Z:\Databases\DVD_1\Images\5608652034807.15F.JPG
O Senhor dos Anéis: A Irmandade do Anel,The Lord of the Rings: The Fellowship of the Ring,TRUE,TRUE,2001,178,Acção,Z:\Databases\DVD_1\Images\5608652034746.15F.JPG
O Senhor dos Anéis: As Duas Torres,The Lord of the Rings: The Two Towers,TRUE,TRUE,2002,179,Acção,Z:\Databases\DVD_1\Images\5608652034753.15F.JPG
O Senhor dos Anéis: O Regresso do Rei,The Lord of the Rings: The Return of the King,TRUE,TRUE,2003,200,Acção,Z:\Databases\DVD_1\Images\5608652034760.15F.JPG
O Sentinela,The Sentinel,TRUE,TRUE,2006,103,,Z:\Databases\DVD_1\Images\5600304169912.15F.JPG
O Sexto Sentido,The Sixth Sense,FALSE,TRUE,1999,103,,Z:\Databases\DVD_1\Images\5601887409938.15F.JPG
O Soldado de Chumbo,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M63.15F.JPG
O Sorriso das Estrelas,Nights in Rodanthe,FALSE,TRUE,2008,97,Romance,Z:\Databases\DVD_1\Images\5600304201148.15F.JPG
O Sorriso de Mona Lisa,Mona Lisa Smile,TRUE,TRUE,2003,114,Drama,Z:\Databases\DVD_1\Images\5601887461264.15F.JPG
O suspeito da Rua Arlington,Arlington Road,TRUE,TRUE,1999,113,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887415175.15F.JPG
O Suspeito Zero,Suspect Zero,FALSE,TRUE,2004,99,,Z:\Databases\DVD_1\Images\8414533031066.15F.JPG
O Talentoso Mr. Ripley,The Talented Mr. Ripley,FALSE,TRUE,1999,134,Crime,Z:\Databases\DVD_1\Images\5601887442133.15F.JPG
O Tempo das feras Vol. 1,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M102.15F.JPG
O Tempo das feras Vol. 2,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M103.15F.JPG
O Tempo das feras Vol. 3,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M104.15F.JPG
O Tempo das feras Vol. 4,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M105.15F.JPG
O Tempo dos dinossauros Vol. 1,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M106.15F.JPG
O Tempo dos dinossauros Vol. 2,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M107.15F.JPG
O Tempo dos dinossauros Vol. 3,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M108.15F.JPG
O Tempo dos dinossauros Vol. 4,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M109.15F.JPG
O Tesouro,National Treasure,TRUE,TRUE,2004,126,Aventura,Z:\Databases\DVD_1\Images\5601887471089.15F.JPG
O Tesouro 2 - Livro dos Segredos,National Treasure 2 - Book of Secrets,FALSE,TRUE,2007,119,,Z:\Databases\DVD_1\Images\5601887521906.15F.JPG
O Tesouro Encalhado,Fool's Gold,TRUE,TRUE,2008,108,Aventura,Z:\Databases\DVD_1\Images\5600304199131.15F.JPG
O triângulo,The triangle,FALSE,TRUE,2005,244,,Z:\Databases\DVD_1\Images\5608652031554.15F.JPG
O turista,The Tourist,TRUE,TRUE,2010,99,Acção,Z:\Databases\DVD_1\Images\5602193404341.15F.JPG
O último atirador,,TRUE,TRUE,2008,84,Drama,Z:\Databases\DVD_1\Images\5706152310008.4F.JPG
O Último Castelo,The Last Castle,FALSE,TRUE,2001,126,Acção,Z:\Databases\DVD_1\Images\5601887495832.15F.JPG
O Último Comboio,Night Train,TRUE,TRUE,2009,87,Acção,Z:\Databases\DVD_1\Images\I755140C57F68607E.15F.JPG
O Último Samurai,The Last Samurai,FALSE,TRUE,2003,148,,Z:\Databases\DVD_1\Images\7321976283833.15F.JPG
O Último Viking,The 13th Warrior,TRUE,TRUE,1999,98,Acção,Z:\Databases\DVD_1\Images\5601887426386.15F.JPG
O Verão Louco do Mickey,Mickey Summer Madness,TRUE,TRUE,2004,45,Animação,Z:\Databases\DVD_1\Images\5601887485710.15F.JPG
O Véu Pintado,The Painted Veil,FALSE,TRUE,2006,119,,Z:\Databases\DVD_1\Images\5602193337649.15F.JPG
Obsessão mortal,The Flock,TRUE,TRUE,2007,101,Suspense/Thriller,Z:\Databases\DVD_1\Images\8032807024707.13F.JPG
Ocean's 13,Ocean's Thirteen,TRUE,TRUE,2007,122,Acção,Z:\Databases\DVD_1\Images\5600304179850.15F.JPG
Ocean's Eleven - Façam as Vossas Apostas,Ocean's Eleven,TRUE,TRUE,2001,112,Comédia,Z:\Databases\DVD_1\Images\7321976221859.15F.JPG
Ocean's Twelve,,TRUE,TRUE,2004,120,,Z:\Databases\DVD_1\Images\7321976389481.15F.JPG
Oficial e Cavalheiro,,TRUE,TRUE,1982,119,Drama,Z:\Databases\DVD_1\Images\5601887418053.15F.JPG
Oito Mulheres,8 Femmes,TRUE,TRUE,2002,100,,Z:\Databases\DVD_1\Images\5606699504949.15F.JPG
Oliver e Seus Companheiros,Oliver & Company,TRUE,TRUE,1988,71,,Z:\Databases\DVD_1\Images\5601887424535.15F.JPG
"Onde Tá O Carro, Meu?","Dude, Where's my car?",TRUE,TRUE,2000,79,Comédia,Z:\Databases\DVD_1\Images\5600304163361.15F.JPG
One Hour Photo - Câmara Indiscreta,One Hour Photo,FALSE,TRUE,2002,92,Drama,Z:\Databases\DVD_1\Images\5600304165433.15F.JPG
Operação Flecha Quebrada,Broken Arrow,TRUE,TRUE,1996,104,Acção,Z:\Databases\DVD_1\Images\5608652001953.15F.JPG
Operação Relâmpago,Thunderball,TRUE,TRUE,1965,125,Acção,Z:\Databases\DVD_1\Images\IB2DA0FCAECB684CA.15F.JPG
Operação Swordfish,Swordfish,TRUE,TRUE,2001,96,Acção,Z:\Databases\DVD_1\Images\7321976213229.15F.JPG
Operação Tentáculo,Octopussy,TRUE,TRUE,1983,125,Acção,Z:\Databases\DVD_1\Images\IFBF91A3A10DFF389.15F.JPG
Ordem para Matar,From Russia With Love,TRUE,TRUE,1963,110,Acção,Z:\Databases\DVD_1\Images\I3D566D93E76AF2DE.15F.JPG
Orgulho,Pride,TRUE,TRUE,2007,109,Drama,Z:\Databases\DVD_1\Images\031398215400F.JPG
Orgulho e Preconceito,Pride & Prejudice,TRUE,FALSE,2005,121,,Z:\Databases\DVD_1\Images\5050582402179.15F.JPG
Os 39 Degraus,,TRUE,TRUE,1935,81,Suspense/Thriller,Z:\Databases\DVD_1\Images\ID5C0DB80EC86F504.15F.JPG
Os 5 & Eu,5 Children & It,TRUE,TRUE,2004,85,Família,Z:\Databases\DVD_1\Images\I924016B7EE87D5CF.15F.JPG
Os agentes do destino,The Adjustment Bureau,TRUE,TRUE,2011,106,Suspense/Thriller,Z:\Databases\DVD_1\Images\5600402400214.15F.JPG
Os Anjos de Charlie,Charlie's Angels,FALSE,TRUE,2000,94,Acção,Z:\Databases\DVD_1\Images\5601887450626.15F.JPG
Os Anjos de Charlie: Potência Máxima,Charlie's Angels: Full Throttle,FALSE,TRUE,2003,103,Acção,Z:\Databases\DVD_1\Images\8414533022545.15F.JPG
Os Condenados de Shawshank,The Shawshank Redemption,TRUE,TRUE,1994,136,,Z:\Databases\DVD_1\Images\5602193334013.15F.JPG
Os crimes do rio rei,The River King,FALSE,TRUE,2005,98,Suspense/Thriller,Z:\Databases\DVD_1\Images\5608652028721.15F.JPG
Os Daltons à Solta,Les Dalton en cavale,TRUE,TRUE,1983,82,Animação,Z:\Databases\DVD_1\Images\5601887437276.15F.JPG
Os Despojos do Dia,The Remains of the Day,TRUE,TRUE,1993,129,,Z:\Databases\DVD_1\Images\5601887422449.15F.JPG
Os Diamantes são Eternos,Diamonds Are Forever,TRUE,TRUE,1971,115,Acção,Z:\Databases\DVD_1\Images\I133DF797C2BCA215.15F.JPG
Os Dias do Fim,End of Days,TRUE,TRUE,1999,117,Acção,Z:\Databases\DVD_1\Images\5601887408108.15F.JPG
Os Fura Casamentos,Wedding Crashers,TRUE,TRUE,2005,119,,Z:\Databases\DVD_1\Images\5602193328739.15F.JPG
Os Incorruptíveis Contra a Droga II,French Connection II,TRUE,TRUE,1975,114,,Z:\Databases\DVD_1\Images\5600304163590.15F.JPG
Os Intocáveis,The Untouchables,TRUE,TRUE,1987,115,Acção,Z:\Databases\DVD_1\Images\5601887418091.15F.JPG
Os Irmãos Dalton,Les Dalton,TRUE,TRUE,2004,86,Comédia,Z:\Databases\DVD_1\Images\5608652027939.15F.JPG
Os Irmãos Grimm,The Brothers Grimm,TRUE,TRUE,2005,107,,Z:\Databases\DVD_1\Images\5600304169554.15F.JPG
Os Melhores Momentos de John Cleese,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M62.15F.JPG
Os Mensageiros,The Messengers,FALSE,TRUE,2007,86,Horror,Z:\Databases\DVD_1\Images\5608652031479.15F.JPG
Os mercenários,The Expendables,TRUE,TRUE,2010,103,Acção,Z:\Databases\DVD_1\Images\5601887564354.15F.JPG
Os Mercenários 2,The Espendables 2,TRUE,TRUE,2012,98,Acção,Z:\Databases\DVD_1\Images\5601887585182.15F.JPG
Os Miúdos Estão Bem,The Kids Are All Right,FALSE,TRUE,2010,102,Comédia,Z:\Databases\DVD_1\Images\5600304218139.15F.JPG
Os noves,The Nines,TRUE,TRUE,2007,100,Drama,Z:\Databases\DVD_1\Images\5600304195935.15F.JPG
Os Olhos da Serpente,Snake Eyes,TRUE,TRUE,1998,94,,Z:\Databases\DVD_1\Images\5601887400805.15F.JPG
Os oportunistas,,FALSE,TRUE,2000,90,Suspense/Thriller,Z:\Databases\DVD_1\Images\687797319791F.JPG
Os Outros,The Others,FALSE,TRUE,2001,100,Horror,Z:\Databases\DVD_1\Images\5602193336208.15F.JPG
Os Pássaros,The Birds,TRUE,TRUE,1963,119,,Z:\Databases\DVD_1\Images\0044007847428.15F.JPG
Os Poderosos,The Mighty,FALSE,TRUE,1998,96,,Z:\Databases\DVD_1\Images\5601887442140.15F.JPG
Os Polícias Do Mundo,Buffalo Soldiers,FALSE,TRUE,2001,94,,Z:\Databases\DVD_1\Images\5608652021609.15F.JPG
Os Profissionais,,TRUE,TRUE,1966,112,,Z:\Databases\DVD_1\Images\5601887445929.15F.JPG
Os Profissionais do Jogo,Shade,FALSE,TRUE,2003,104,Drama,Z:\Databases\DVD_1\Images\5602193320740.15F.JPG
Os Reis da Rua,Street Kings,FALSE,TRUE,2008,109,Suspense/Thriller,Z:\Databases\DVD_1\Images\5600304206877.15F.JPG
Os Robinsons,Meet the Robinsons,FALSE,TRUE,2007,91,Animação,Z:\Databases\DVD_1\Images\5601887494491.15F.JPG
Os Smurfs,The Smurfs,TRUE,TRUE,2011,99,Animação,Z:\Databases\DVD_1\Images\5602193405379.15F.JPG
Os Tenenbaums - Uma Comédia Genial,The Royal Tenenbaums,FALSE,TRUE,2001,109,,Z:\Databases\DVD_1\Images\5601887440184.15F.JPG
Os Trapaceiros,,FALSE,TRUE,2002,90,,Z:\Databases\DVD_1\Images\5602193317351.15F.JPG
Os Três da Vida Airada,,TRUE,TRUE,1952,94,Comédia,Z:\Databases\DVD_1\Images\I9EA654A4EF0270D3.15F.JPG
Os três porquinhos,Three Little Pigs,TRUE,TRUE,1933,62,Animação,Z:\Databases\DVD_1\Images\786936789270F.JPG
Os Últimos Dias,The Last Days,FALSE,TRUE,1998,87,Documentário,Z:\Databases\DVD_1\Images\5608652014519.15F.JPG
Os Visitantes,Les Visiteurs,TRUE,TRUE,2005,102,,Z:\Databases\DVD_1\Images\5602193326230.15F.JPG
Pacha e o Imperador,The Emperor's New Groove,TRUE,TRUE,2000,75,Animação,Z:\Databases\DVD_1\Images\5601887428755.15F.JPG
Pânico em Hollywood,What Just Happened,FALSE,TRUE,2008,100,Comédia,Z:\Databases\DVD_1\Images\5601887553099.15F.JPG
Pantera Cor-De-Rosa: A Nova Colecção de Animação,The Pink Panther New Cartoon Collection,TRUE,TRUE,1964,780,Animação,Z:\Databases\DVD_1\Images\5600304170857.15F.JPG
Pantera Cor-De-Rosa: Colecção de Animação,The Pink Panther Cartoon Collection,TRUE,TRUE,1964,780,,Z:\Databases\DVD_1\Images\5608652026628.15F.JPG
Papillon,,TRUE,TRUE,1973,145,Aventura,Z:\Databases\DVD_1\Images\5608652014700.15F.JPG
Papuça e Dentuça,The Fox and the Hound,TRUE,TRUE,1981,79,,Z:\Databases\DVD_1\Images\5601887424528.15F.JPG
Papyrus 1,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M68.15F.JPG
"Para Sempre, Talvez...","Definitely, Maybe",TRUE,TRUE,2008,102,Comédia,Z:\Databases\DVD_1\Images\5600402408609.15F.JPG
Para Tudo Há Uma Primeira Vez,Mini's First Time,FALSE,TRUE,2006,88,Comédia,Z:\Databases\DVD_1\Images\5600304189224.15F.JPG
Parceiros no crime,Thick as thieves,FALSE,TRUE,2009,99,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887560226.15F.JPG
Paris,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M70.15F.JPG
"Paris, Texas",,TRUE,TRUE,1984,139,Drama,Z:\Databases\DVD_1\Images\IE258D26FFE75A0A9.15F.JPG
Parkland,,TRUE,TRUE,2013,94,Crime,Z:\Databases\DVD_1\Images\687797142795F.JPG
Parnassus o homem que queria enganar o diabo,The Imaginarium of Doctor Parnassus,FALSE,TRUE,2009,123,Aventura,Z:\Databases\DVD_1\Images\5602193352161.15F.JPG
Parque Jurássico,Jurassic Park,FALSE,TRUE,1993,122,Ficção Científica,Z:\Databases\DVD_1\Images\5601887413058.15F.JPG
Parque Jurássico III,Jurassic Park III,FALSE,TRUE,2001,93,Ficção Científica,Z:\Databases\DVD_1\Images\3259190235496.15F.JPG
Passageiros,Passengers,TRUE,TRUE,2008,92,Suspense/Thriller,Z:\Databases\DVD_1\Images\5608652036092.15F.JPG
Patton,,TRUE,TRUE,1970,164,,Z:\Databases\DVD_1\Images\5600304167444.15F.JPG
Peacock,,TRUE,TRUE,2010,87,Drama,Z:\Databases\DVD_1\Images\5600304215572.15F.JPG
Pearl Harbor,,TRUE,TRUE,2001,176,Drama,Z:\Databases\DVD_1\Images\5601887427239.15F.JPG
Pecado Capital,Derailed,TRUE,TRUE,2005,103,,Z:\Databases\DVD_1\Images\5601887484263.15F.JPG
Pecadores e santos,Sinners and Saints,TRUE,TRUE,2010,100,Acção,Z:\Databases\DVD_1\Images\5600351701189.15F.JPG
Pecados intimos,Little Children,FALSE,TRUE,2006,131,Drama,Z:\Databases\DVD_1\Images\5602193336635.15F.JPG
Peões em Jogo,Lions for Lambs,TRUE,TRUE,2007,88,Drama,Z:\Databases\DVD_1\Images\5600304195041.15F.JPG
Pequenos & grandes Monstros,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M73.15F.JPG
Pequenos Grandes Elefantes,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M72.15F.JPG
Perdidos e Achados,Diminished Capacity,FALSE,TRUE,2008,85,Comédia,Z:\Databases\DVD_1\Images\5606320008624.15F.JPG
Perdidos na Tempestade,Storm Warning,FALSE,TRUE,2007,82,Suspense/Thriller,Z:\Databases\DVD_1\Images\5600304198523.15F.JPG
Perigo De Contágio,The Contaminated Man,FALSE,TRUE,2000,93,,Z:\Databases\DVD_1\Images\5608652006798.15F.JPG
Perigosa Sedução,Sea of Love,FALSE,TRUE,1989,108,Suspense/Thriller,Z:\Databases\DVD_1\Images\5050582068832.15F.JPG
Perseguição Diabólica,Chain Reaction,FALSE,TRUE,1996,102,Acção,Z:\Databases\DVD_1\Images\5600304163507.15F.JPG
Perseguição em Directo,The Caveman's Valentine,FALSE,TRUE,2001,101,Drama,Z:\Databases\DVD_1\Images\5602193309752.15F.JPG
Perseguido Pelo Passado,Carlito's Way,FALSE,TRUE,1993,138,Drama,Z:\Databases\DVD_1\Images\IAE8451BF4A9764F5.15F.JPG
Perseguindo Amy,Chasing Amy,FALSE,TRUE,1997,113,Comédia,Z:\Databases\DVD_1\Images\5600304161114.15F.JPG
Perto Demais,Closer,FALSE,TRUE,2004,100,Drama,Z:\Databases\DVD_1\Images\8414533028837.15F.JPG
Pigi e os seus amigos,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M75.15F.JPG
Piglet - O Filme,Piglet's Big Movie,FALSE,TRUE,2003,75,Animação,Z:\Databases\DVD_1\Images\5601887456123.15F.JPG
Pinóquio,,TRUE,FALSE,1940,86,Animação,Z:\Databases\DVD_1\Images\5601887530731.15F.JPG
Piratas das Caraíbas - A Maldição do Pérola Negra,Pirates of the Caribbean: The Curse of the Black Pearl,TRUE,FALSE,2003,138,Aventura,Z:\Databases\DVD_1\Images\5601887457878.15F.JPG
Piratas das Caraíbas: Nos Confins do Mundo,Pirates of the Caribbean: At World's End,TRUE,TRUE,2007,162,Aventura,Z:\Databases\DVD_1\Images\5601887495887.15F.JPG
Piratas das Caraíbas: O Cofre do Homem Morto,Pirates of the Caribbean: Dead Man's Chest,TRUE,TRUE,2006,145,Acção,Z:\Databases\DVD_1\Images\5601887487165.15F.JPG
Planeta Terra - Volume 1 - A Máquina Viva,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M78.15F.JPG
Pluto Nash - O Homem da Lua,The Adventures of Pluto Nash,FALSE,TRUE,2002,91,Comédia,Z:\Databases\DVD_1\Images\7321977233103.15F.JPG
Poirot: Série 4,,TRUE,TRUE,1984,504,Suspense/Thriller,Z:\Databases\DVD_1\Images\5602193319799.15F.JPG
