Title,Original Title,Seen,Original DVD,Production Year,Running Time,Genre,Cover Image Front
Dupla sedução,Duplicity,TRUE,TRUE,2009,125,Crime,Z:\Databases\DVD_1\Images\5050582697896.15F.JPG
Duplex,,TRUE,TRUE,2003,85,Comédia,Z:\Databases\DVD_1\Images\5608652024952.15F.JPG
Duplo Risco,Double Jeopardy,FALSE,TRUE,1999,101,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887417285.15F.JPG
Duro Amor,Gigli,TRUE,TRUE,2003,116,Comédia,Z:\Databases\DVD_1\Images\5601887459056.15F.JPG
É Agora ou Nunca,The Good Girl,FALSE,TRUE,2002,89,Comédia,Z:\Databases\DVD_1\Images\I9508A7782F4CA91F.15F.JPG
E.T. O Extraterrestre,E.T. The Extra-Terrestrial,FALSE,TRUE,1982,115,Família,Z:\Databases\DVD_1\Images\3259190344891.15F.JPG
Eclipse,The Twilight Saga: Eclipse,FALSE,TRUE,2010,125,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887566105.15F.JPG
Edison,,TRUE,TRUE,2005,92,Acção,Z:\Databases\DVD_1\Images\5050582432473.15F.JPG
Efeito Borboleta,The Butterfly Effect,FALSE,TRUE,2004,115,,Z:\Databases\DVD_1\Images\5601887465576.15F.JPG
El Cid - A Lenda,El Cid - La leyenda,TRUE,TRUE,2003,80,,Z:\Databases\DVD_1\Images\5601887464784.15F.JPG
Ela É Demais,She's All That,TRUE,TRUE,1999,93,Comédia,Z:\Databases\DVD_1\Images\5608652003148.15F.JPG
Ele não está assim tão interessado,He's Just Not That Into You,FALSE,TRUE,2009,129,Comédia,Z:\Databases\DVD_1\Images\5602193343480.15F.JPG
Elektra,,TRUE,TRUE,2005,92,Acção,Z:\Databases\DVD_1\Images\5608652026741.15F.JPG
Elizabeth,,TRUE,TRUE,1998,118,Drama,Z:\Databases\DVD_1\Images\5601887427673.15F.JPG
Ella Encantada,Ella Enchanted,TRUE,TRUE,2004,92,Comédia,Z:\Databases\DVD_1\Images\5600304160353.15F.JPG
Elvis Deu de Fuga,Elvis Has Left the Building,TRUE,TRUE,2004,94,Comédia,Z:\Databases\DVD_1\Images\5608652026888.15F.JPG
Em Bicos de Pés,Tiptoes,FALSE,TRUE,2003,86,,Z:\Databases\DVD_1\Images\5606118101179.15F.JPG
Em Busca da Esmeralda Perdida,Romancing the Stone,TRUE,TRUE,1984,101,Romance,Z:\Databases\DVD_1\Images\5600304162876.15F.JPG
Em Busca da Felicidade,The Pursuit of Happyness,FALSE,TRUE,2006,117,Drama,Z:\Databases\DVD_1\Images\8414533042383.15F.JPG
Em Busca de Um Milagre,Saint Ralph,FALSE,TRUE,2004,94,Drama,Z:\Databases\DVD_1\Images\I3AF4331217C19949.15F.JPG
Em Defesa da Honra,Hart's War,FALSE,TRUE,2002,117,Acção,Z:\Databases\DVD_1\Images\5600304176781.15F.JPG
Em Defesa de Sua Magestade,Shanghai Knights,TRUE,TRUE,2003,114,,Z:\Databases\DVD_1\Images\5601887451609.15F.JPG
Em Nome do Rei: Ascensão e Luta,In the Name of the King: A Dungeon Siege Tale,FALSE,TRUE,2007,122,Acção,Z:\Databases\DVD_1\Images\5608652034296.15F.JPG
Ema,Emma,FALSE,TRUE,1996,116,Comédia,Z:\Databases\DVD_1\Images\5600304176248.15F.JPG
Embriagado de Amor,Punch-Drunk Love,TRUE,TRUE,2002,90,Comédia,Z:\Databases\DVD_1\Images\5601887461134.15F.JPG
Encontro em Manhattan,Maid in Manhattan,TRUE,TRUE,2002,101,Comédia,Z:\Databases\DVD_1\Images\5601887454853.15F.JPG
Encurralada,Trapped,FALSE,TRUE,2002,101,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887450282.15F.JPG
Enquanto dormias,While You Were Sleeping,FALSE,TRUE,1995,99,Comédia,Z:\Databases\DVD_1\Images\5601887480609.15F.JPG
Ensaio sobre a cegueira,Blindness,TRUE,TRUE,2008,116,Drama,Z:\Databases\DVD_1\Images\5600304208536.15F.JPG
Entrelaçados,Tangled,TRUE,TRUE,2010,97,Animação,Z:\Databases\DVD_1\Images\5601887568659.15F.JPG
Era Uma Vez no México,Once Upon a Time in Mexico,TRUE,TRUE,2003,98,Acção,Z:\Databases\DVD_1\Images\8414533024532.15F.JPG
Era Uma Vez Um Rapaz,About a Boy,FALSE,TRUE,2002,97,Drama,Z:\Databases\DVD_1\Images\3259190397095.15F.JPG
Era uma vez... um pai,Jersey Girl,FALSE,TRUE,2004,0,,Z:\Databases\DVD_1\Images\5601887465507.15F.JPG
Eram Todos Bons Rapazes,Very Bad Things,TRUE,TRUE,1998,96,Suspense/Thriller,Z:\Databases\DVD_1\Images\5602193302630.15F.JPG
Eraser,,TRUE,TRUE,1996,110,Acção,Z:\Databases\DVD_1\Images\5606376283280.15F.JPG
Erin Brockovich,,TRUE,TRUE,2000,126,Drama,Z:\Databases\DVD_1\Images\5601887413010.15F.JPG
"És o maior, meu","I Love You, Man",FALSE,TRUE,2009,105,Comédia,Z:\Databases\DVD_1\Images\5601887539475.15F.JPG
Escândalos do Candidato,Primary Colors,TRUE,FALSE,1998,137,Drama,Z:\Databases\DVD_1\Images\5601887461738.15F.JPG
Escola de Criminosos,Animal Factory,FALSE,TRUE,2000,90,Drama,Z:\Databases\DVD_1\Images\5602193344524.15F.JPG
Escola de Sedução,School for Seduction,TRUE,TRUE,2004,100,Comédia,Z:\Databases\DVD_1\Images\5600304160070.15F.JPG
Espangles,Spanglish,FALSE,TRUE,2004,126,Romance,Z:\Databases\DVD_1\Images\8414533029421.15F.JPG
Espíritos Inquietos,Stir of Echoes,TRUE,TRUE,1999,99,Suspense/Thriller,Z:\Databases\DVD_1\Images\5608652005043.15F.JPG
Esquece...e siga,Get Over It,TRUE,TRUE,2001,83,Comédia,Z:\Databases\DVD_1\Images\IE9C2EE01C8FB30B1.15F.JPG
Está Tudo Louco!,Rat Race,TRUE,TRUE,2001,107,Comédia,Z:\Databases\DVD_1\Images\5601887439270.15F.JPG
Estado de Sítio,The Siege,FALSE,TRUE,1998,111,Acção,Z:\Databases\DVD_1\Images\5608652002127.15F.JPG
Este País Não é Para Velhos,No Country for old Men,TRUE,TRUE,2007,118,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887523160.15F.JPG
Estranha aliança,,TRUE,TRUE,1991,94,Acção,Z:\Databases\DVD_1\Images\5050070020120.4F.JPG
Estranhas Experiências,Rough Magic,TRUE,TRUE,1995,60,,Z:\Databases\DVD_1\Images\5608652022200.15F.JPG
Estranhos,Unknown,FALSE,TRUE,2006,82,Suspense/Thriller,Z:\Databases\DVD_1\Images\5600304173827.15F.JPG
Estranhos Companheiros De Cama,Strange Bedfellows,TRUE,TRUE,2004,95,,Z:\Databases\DVD_1\Images\5600304167079.15F.JPG
Estranhos em casa,Winter Passing,FALSE,TRUE,2006,99,Drama,Z:\Databases\DVD_1\Images\024543251187F.JPG
"Eu, Robot","I, Robot",TRUE,TRUE,2004,110,,Z:\Databases\DVD_1\Images\5608652024983.15F.JPG
Expiação,Atonement,TRUE,TRUE,2007,118,Drama,Z:\Databases\DVD_1\Images\5600402400832.15F.JPG
Explorando As Origens Da Vida,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M23.15F.JPG
Extras: A Primeira Série Completa,Extras: The Complete First Series,FALSE,TRUE,2005,175,,Z:\Databases\DVD_1\Images\5602193331784.15F.JPG
"Extremamente alto, incrivelmente perto",Extremely Loud & Incredibly Close,FALSE,TRUE,2011,124,Drama,Z:\Databases\DVD_1\Images\5601887578931.15F.JPG
Extremamente Perigosa,Swimfan,FALSE,TRUE,2002,81,,Z:\Databases\DVD_1\Images\5601887448944.15F.JPG
F/X - Efeitos Mortais,F/X,TRUE,TRUE,1986,104,Acção,Z:\Databases\DVD_1\Images\5600304173148.15F.JPG
Façam o Favor de Ser Felizes,,FALSE,TRUE,2009,45,Comédia,Z:\Databases\DVD_1\Images\5603846048646.15F.JPG
Fado - História d' Uma Cantadeira,,TRUE,TRUE,1948,108,,Z:\Databases\DVD_1\Images\5606699504192.15F.JPG
Fala Com Ela,Hable con ella,TRUE,TRUE,2002,109,Drama,Z:\Databases\DVD_1\Images\5602193347952.15F.JPG
Falsas Aparências,The Whole Nine Yards,TRUE,TRUE,2000,97,Comédia,Z:\Databases\DVD_1\Images\5602193305938.15F.JPG
Falsas Aparências 2,The Whole Ten Yards,FALSE,TRUE,2004,99,Comédia,Z:\Databases\DVD_1\Images\5602193321235.15F.JPG
Fargo,,TRUE,TRUE,1996,100,Suspense/Thriller,Z:\Databases\DVD_1\Images\5602193308229.15F.JPG
Fast Track - Velocidade sem Limites,Fast Track: No Limits,TRUE,TRUE,2008,96,Acção,Z:\Databases\DVD_1\Images\5608652033886.15F.JPG
Feliz Acaso,Serendipity,TRUE,TRUE,2001,90,Comédia,Z:\Databases\DVD_1\Images\I8F739EA37AAA6CEA.15F.JPG
Feliz Natal Mr. Lawrence,Merry Christmas Mr. Lawrence,TRUE,TRUE,1983,122,Drama,Z:\Databases\DVD_1\Images\5607727027607.15F.JPG
Ficheiros secretos: Quero acreditar,The X-Files: I Want to Believe,TRUE,TRUE,2008,104,Ficção Científica,Z:\Databases\DVD_1\Images\5600304206938.15F.JPG
Filme da Treta,,TRUE,FALSE,2006,90,Comédia,Z:\Databases\DVD_1\Images\5608652030182.15F.JPG
Final Cut - A Última Memória,The Final Cut,TRUE,TRUE,2004,90,Suspense/Thriller,Z:\Databases\DVD_1\Images\5608652027922.15F.JPG
Fire - Sem Nada a Perder,Fire!,TRUE,TRUE,2008,90,Acção,Z:\Databases\DVD_1\Images\I29D76675DEB1E916.15F.JPG
Flightplan - Pânico a Bordo,Flightplan,FALSE,TRUE,2005,94,Acção,Z:\Databases\DVD_1\Images\5601887481316.15F.JPG
Flyboys - Nascidos para voar,Flyboys,TRUE,TRUE,2006,133,,Z:\Databases\DVD_1\Images\5608652030977.15F.JPG
Fomos Soldados,We Were Soldiers,TRUE,TRUE,2002,134,Acção,Z:\Databases\DVD_1\Images\5601887445578.15F.JPG
Fora Todas as Regras,Breakin' All the Rules,TRUE,TRUE,2004,82,Comédia,Z:\Databases\DVD_1\Images\8414533028431.15F.JPG
Forças da Natureza,Forces of Nature,TRUE,TRUE,1999,106,Comédia,Z:\Databases\DVD_1\Images\0678149090895.15F.JPG
Fórmula 51,The 51st State,TRUE,TRUE,2001,92,Acção,Z:\Databases\DVD_1\Images\5608652015165.15F.JPG
Forte Apache,Fort Apache,TRUE,TRUE,1948,127,Western,Z:\Databases\DVD_1\Images\I87992CD4DC9813A1.15F.JPG
Freedomland: A Cor do Crime,Freedomland,TRUE,TRUE,2006,108,,Z:\Databases\DVD_1\Images\5601887485949.15F.JPG
Frequência,Frequency,TRUE,TRUE,2000,110,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887427840.15F.JPG
Fresh,,FALSE,TRUE,1994,114,,Z:\Databases\DVD_1\Images\717951002778F.JPG
Frida,,TRUE,TRUE,2002,118,Drama,Z:\Databases\DVD_1\Images\5608652019552.15F.JPG
Fronteiras de Ambição,Beyond the City Limits,FALSE,TRUE,2001,92,,Z:\Databases\DVD_1\Images\5608652011761.15F.JPG
Frost/Nixon,,TRUE,TRUE,2008,115,Drama,Z:\Databases\DVD_1\Images\5050582607482.15F.JPG
Frosty o boneco de neve,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M24.15F.JPG
Funcionário do mês,Employee of the Month,TRUE,TRUE,2006,104,Comédia,Z:\Databases\DVD_1\Images\IE76CE7E9043A3EF3.15F.JPG
Fúria de Combater,Born To Defense ou Zhong hua ying xiong,TRUE,TRUE,1986,91,Artes Marciais,Z:\Databases\DVD_1\Images\5608652028356.15F.JPG
Galileu,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M25.15F.JPG
Gangs de Nova Iorque,Gangs of New York,TRUE,TRUE,2002,166,Drama,Z:\Databases\DVD_1\Images\5602193314763.15F.JPG
Gangster No. 1,,TRUE,TRUE,2000,99,Drama,Z:\Databases\DVD_1\Images\5014138290016.4F.JPG
Garfield: O Filme,Garfield,TRUE,TRUE,2004,77,Animação,Z:\Databases\DVD_1\Images\5600304168175.15F.JPG
Gente Conhecida,People I Know,FALSE,TRUE,2002,95,Drama,Z:\Databases\DVD_1\Images\5608652017756.15F.JPG
Gente Estranha,Fierce People,FALSE,TRUE,2005,107,Drama,Z:\Databases\DVD_1\Images\I9ADD8543B5974488.15F.JPG
Geronimo Stilton vol.1,,TRUE,TRUE,2009,25,Animação,Z:\Databases\DVD_1\Images\5050582751598.10F.JPG
Get Low,,TRUE,TRUE,2009,100,Drama,Z:\Databases\DVD_1\Images\8716777934777.30F.JPG
Giras e passadas,St Trinian's,TRUE,TRUE,2007,97,Comédia,Z:\Databases\DVD_1\Images\IFAB370AE607773DB.15F.JPG
Giras e Terríveis,Mean Girls,FALSE,TRUE,2004,93,,Z:\Databases\DVD_1\Images\5601887466375.15F.JPG
Godsend - O Enviado,Godsend,FALSE,TRUE,2004,98,Suspense/Thriller,Z:\Databases\DVD_1\Images\5608652025980.15F.JPG
GoldenEye,,TRUE,TRUE,1995,124,Acção,Z:\Databases\DVD_1\Images\IF9BD1CFD98403808.15F.JPG
Golpe de Mestre,Art Heist,FALSE,TRUE,2004,95,,Z:\Databases\DVD_1\Images\8414533026161.15F.JPG
Golpe de Natal,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M27.15F.JPG
Golpe no Paraíso,After the Sunset,TRUE,TRUE,2004,97,Suspense/Thriller,Z:\Databases\DVD_1\Images\5602193341400.15F.JPG
Golpe Quase Perfeito,The Hoax,FALSE,TRUE,2006,116,Drama,Z:\Databases\DVD_1\Images\5602193339339.15F.JPG
Good - Um Homem Bom,Good,TRUE,TRUE,2008,92,Drama,Z:\Databases\DVD_1\Images\5608652035552.15F.JPG
Good Bye Lenin! - Adeus Lenine!,Good Bye Lenin!,FALSE,TRUE,2003,113,,Z:\Databases\DVD_1\Images\5602193336222.15F.JPG
Gosford Park,,TRUE,TRUE,2001,131,,Z:\Databases\DVD_1\Images\5601887439072.15F.JPG
Grand Budapest Hotel,The Grand Budapest Hotel,FALSE,TRUE,2014,100,Comédia,Z:\Databases\DVD_1\Images\5602193509305.15F.JPG
Grandes Esperanças,Great Expectations,FALSE,TRUE,1998,107,Drama,Z:\Databases\DVD_1\Images\5608652010252.15F.JPG
Gritos - Scream,Scream,FALSE,TRUE,1996,106,,Z:\Databases\DVD_1\Images\5601887441792.15F.JPG
Guerra,War,TRUE,TRUE,2007,98,Acção,Z:\Databases\DVD_1\Images\5608652032445.15F.JPG
Guerra dos Mundos,War of the Worlds,TRUE,TRUE,2005,112,Aventura,Z:\Databases\DVD_1\Images\5601887476824.15F.JPG
"Guerra, S. A.","War, Inc.",FALSE,TRUE,2008,107,Comédia,Z:\Databases\DVD_1\Images\5601887533497.15F.JPG
Hackers - Piratas Cibernéticos,Hackers,TRUE,TRUE,1995,101,Suspense/Thriller,Z:\Databases\DVD_1\Images\5608652006545.15F.JPG
Hairspray,,TRUE,TRUE,2007,112,Musical,Z:\Databases\DVD_1\Images\5601887520022.15F.JPG
Hamlet,,TRUE,TRUE,1990,129,,Z:\Databases\DVD_1\Images\5601887455102.15F.JPG
Hannibal,,TRUE,TRUE,2001,126,Suspense/Thriller,Z:\Databases\DVD_1\Images\5050582320091.15F.JPG
Hannibal - A Origem do Mal,Hannibal Rising,TRUE,TRUE,2007,126,Horror,Z:\Databases\DVD_1\Images\5608652031004.15F.JPG
Hard Candy,,TRUE,TRUE,2005,100,Drama,Z:\Databases\DVD_1\Images\5600304171366.15F.JPG
Harry  Potter e o Cálice de Fogo,Harry Potter and the Goblet of Fire,TRUE,TRUE,2005,151,Aventura,Z:\Databases\DVD_1\Images\5601887546916.15F.JPG
Harry Potter e a Câmara dos Segredos,,TRUE,TRUE,2002,155,,Z:\Databases\DVD_1\Images\7321977235923.15F.JPG
Harry Potter e a Ordem da Fénix,Harry Potter and the Order of the Phoenix,TRUE,TRUE,2007,133,Fantasia,Z:\Databases\DVD_1\Images\5600304179959.15F.JPG
Harry Potter e a Pedra Filosofal,Harry Potter and the Philosopher's Stone,TRUE,TRUE,2001,146,Fantasia,Z:\Databases\DVD_1\Images\7321976226595.15F.JPG
Harry Potter e o Príncipe Misterioso,Harry Potter and the Half-Blood Prince,TRUE,TRUE,2009,147,Fantasia,Z:\Databases\DVD_1\Images\5601887541911.15F.JPG
Harry Potter e o Prisioneiro de Azkaban,Harry Potter and the Prisoner of Azkaban,TRUE,TRUE,2004,136,,Z:\Databases\DVD_1\Images\7321977284457.15F.JPG
Harry Potter e os Talismãs da Morte Parte 1,,TRUE,TRUE,2010,140,Aventura,Z:\Databases\DVD_1\Images\5601887568833.15F.JPG
Harry Potter e os talismãs da morte: Parte 2,Harry Potter And The Deathly Hallows: Part 2,TRUE,TRUE,2011,125,Aventura,Z:\Databases\DVD_1\Images\5601887574773.15F.JPG
Havana,,FALSE,TRUE,1990,139,,Z:\Databases\DVD_1\Images\5050582001969.15F.JPG
Havana - Cidade perdida,The Lost City,FALSE,TRUE,2005,138,Drama,Z:\Databases\DVD_1\Images\IF7ACB6DF8CAD13BC.15F.JPG
Heaven - Por Amor,,TRUE,TRUE,2002,93,Drama,Z:\Databases\DVD_1\Images\5608652015196.15F.JPG
Hellboy II: O Exército dourado,Hellboy II: The Golden Army,TRUE,TRUE,2008,114,Acção,Z:\Databases\DVD_1\Images\5050582595734.15F.JPG
Hércules,Hercules,TRUE,TRUE,1997,89,,Z:\Databases\DVD_1\Images\5601887440412.15F.JPG
Heróis por acaso,Sneakers,FALSE,TRUE,1992,120,Acção,Z:\Databases\DVD_1\Images\5601887408603.15F.JPG
Histórias para adormecer,Bedtime Stories,FALSE,TRUE,2008,95,Comédia,Z:\Databases\DVD_1\Images\5601887536139.15F.JPG
Hitchcock,,TRUE,TRUE,2012,94,Drama,Z:\Databases\DVD_1\Images\5602193506298.15F.JPG
Hollywoodland,,FALSE,TRUE,2006,121,Drama,Z:\Databases\DVD_1\Images\5601887493272.15F.JPG
Home - O mundo é a nossa casa,Home,TRUE,TRUE,2009,96,Documentário,Z:\Databases\DVD_1\Images\5601887535491.15F.JPG
Homem Aranha A saga de Venom,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M98.15F.JPG
Homem de Ferro,Iron Man,TRUE,TRUE,2008,121,,Z:\Databases\DVD_1\Images\5601887526550.15F.JPG
Homem Morto,Dead Man,TRUE,TRUE,1995,117,,Z:\Databases\DVD_1\Images\5602193329880.15F.JPG
Homem-Aranha,Spider-Man,TRUE,TRUE,2002,116,Fantasia,Z:\Databases\DVD_1\Images\5601887438235.15F.JPG
Homem-Aranha 2,Spider-Man 2,TRUE,TRUE,2004,121,,Z:\Databases\DVD_1\Images\8414533026116.15F.JPG
Homem-Aranha 3,,FALSE,TRUE,2007,133,Acção,Z:\Databases\DVD_1\Images\8414533044691.15F.JPG
Homens à Queima Roupa,At Close Range,FALSE,TRUE,1986,111,Suspense/Thriller,Z:\Databases\DVD_1\Images\5608652018814.15F.JPG
Homens de Honra,Men of Honor,FALSE,TRUE,2000,123,Drama,Z:\Databases\DVD_1\Images\5600304165327.15F.JPG
Homens do Soul,Soul Men,TRUE,TRUE,2008,96,Comédia,Z:\Databases\DVD_1\Images\5600304209311.15F.JPG
Homicídio em Hollywood,Hollywood Homicide,FALSE,TRUE,2003,110,,Z:\Databases\DVD_1\Images\5601887460007.15F.JPG
Hope Springs Terapia de amor,Hope Springs,FALSE,TRUE,2003,92,,Z:\Databases\DVD_1\Images\7896012228616.23F.JPG
Hora de Ponta 1,Rush Hour,TRUE,TRUE,1998,94,Acção,Z:\Databases\DVD_1\Images\5602193307130.15F.JPG
Hora de Ponta 2,Rush Hour 2,TRUE,TRUE,2001,91,Comédia,Z:\Databases\DVD_1\Images\5602193307574.15F.JPG
Hora de Ponta 3,Rush Hour 3,TRUE,TRUE,2007,87,Comédia,Z:\Databases\DVD_1\Images\5602193340526.15F.JPG
Horizonte Longínquo,Far and Away,FALSE,TRUE,1992,134,Drama,Z:\Databases\DVD_1\Images\5050582041224.15F.JPG
Hostage - Reféns,Hostage,TRUE,TRUE,2005,113,Suspense/Thriller,Z:\Databases\DVD_1\Images\5602193343077.15F.JPG
Hot Fuzz - Esquadrão de Província,Hot Fuzz,TRUE,TRUE,2007,116,Comédia,Z:\Databases\DVD_1\Images\5050582528596.15F.JPG
Hotel Ruanda,Hotel Rwanda,FALSE,TRUE,2004,117,Drama,Z:\Databases\DVD_1\Images\5608652027045.15F.JPG
Houdini: O Último Grande Mágico,Death Defying Acts,TRUE,TRUE,2007,93,Drama,Z:\Databases\DVD_1\Images\5608652033893.15F.JPG
I Am Sam - A Força do Amor,I Am Sam,TRUE,TRUE,2001,132,,Z:\Databases\DVD_1\Images\5602193310208.15F.JPG
Identidade Falsa,,TRUE,TRUE,2001,92,Acção,Z:\Databases\DVD_1\Images\3259190706026.15F.JPG
Identidade Sob Suspeita,Auggie Rose,FALSE,TRUE,2000,104,Drama,Z:\Databases\DVD_1\Images\5602193309271.15F.JPG
Impacto Profundo,Deep Impact,TRUE,TRUE,1998,121,Acção,Z:\Databases\DVD_1\Images\0678149096927.15F.JPG
Inadaptado.,Adaptation.,TRUE,TRUE,2002,110,Comédia,Z:\Databases\DVD_1\Images\5608652020046.15F.JPG
Incendiario,Incendiary,TRUE,TRUE,2008,96,Drama,Z:\Databases\DVD_1\Images\5601887551637.15F.JPG
Inconsciente,Undermind,FALSE,TRUE,2003,108,Drama,Z:\Databases\DVD_1\Images\5606320000345.15F.JPG
Indian - O Grande Desafio,The World's Fastest Indian,TRUE,TRUE,2005,121,,Z:\Databases\DVD_1\Images\5602193334389.15F.JPG
Indiana Jones e a Grande Cruzada,Indiana Jones and the Last Crusade,TRUE,FALSE,1989,122,Aventura,Z:\Databases\DVD_1\Images\5601887451715.15F.JPG
Indiana Jones e o Reino da Caveira de Cristal,Indiana Jones and the Kingdom of the Crystal Skull,TRUE,TRUE,2008,122,Acção,Z:\Databases\DVD_1\Images\5601887527908.15F.JPG
Indiana Jones e o Templo Perdido,Indiana Jones and the Temple of Doom,TRUE,FALSE,1984,114,Aventura,Z:\Databases\DVD_1\Images\5601887451708.15F.JPG
Indiana Jones e os Salteadores da Arca Perdida,Raider of the Lost Ark,TRUE,FALSE,1981,115,,Z:\Databases\DVD_1\Images\5601887452989.15F.JPG
Infame,Infamous,FALSE,TRUE,2006,113,Drama,Z:\Databases\DVD_1\Images\5600304173285.15F.JPG
Infiel,Unfaithful,TRUE,TRUE,2002,119,Drama,Z:\Databases\DVD_1\Images\5600304166140.15F.JPG
Infiltrado,Inside Man,TRUE,TRUE,2006,123,Suspense/Thriller,Z:\Databases\DVD_1\Images\5050582430431.15F.JPG
Inimigos públicos,Public Enemies,TRUE,TRUE,2009,134,Drama,Z:\Databases\DVD_1\Images\5050582739268.15F.JPG
Inocente ou Culpado,The Life of David Gale,TRUE,TRUE,2003,125,,Z:\Databases\DVD_1\Images\5601887458127.15F.JPG
Insomnia,,TRUE,TRUE,2002,113,Drama,Z:\Databases\DVD_1\Images\IA707F40B5CCB1F75.15F.JPG
Inspector Maigret - Série 1,Maigret,TRUE,TRUE,1992,338,,Z:\Databases\DVD_1\Images\5602193325967.15F.JPG
Inspector Maigret - Série 2,Maigret,TRUE,TRUE,1993,312,,Z:\Databases\DVD_1\Images\5602193327541.15F.JPG
Instantes Decisivos,Sliding Doors,FALSE,TRUE,1998,95,Comédia,Z:\Databases\DVD_1\Images\5601887461714.15F.JPG
Instinto,Instinct,TRUE,TRUE,1999,119,Suspense/Thriller,Z:\Databases\DVD_1\Images\5601887430505.15F.JPG
Instinto Fatal,Basic Instinct,TRUE,TRUE,1992,123,Suspense/Thriller,Z:\Databases\DVD_1\Images\3259190258396.15F.JPG
Instinto Fatal 2,Basic Instinct 2,FALSE,TRUE,2006,111,,Z:\Databases\DVD_1\Images\5608652029384.15F.JPG
Intervalo,InterMission,TRUE,TRUE,2003,102,Drama,Z:\Databases\DVD_1\Images\5608652025959.15F.JPG
Invencível,Invincible,FALSE,TRUE,2006,100,Drama,Z:\Databases\DVD_1\Images\5601887493296.15F.JPG
Ira & Abby,Ira and Abby,TRUE,TRUE,2006,101,Comédia,Z:\Databases\DVD_1\Images\I10FCBF75916E7AAC.15F.JPG
Iris,,FALSE,TRUE,2002,87,,Z:\Databases\DVD_1\Images\5601887437955.15F.JPG
"Irmão, Onde Estás?","O Brother, Where Art Thou?",TRUE,TRUE,2000,102,Comédia,Z:\Databases\DVD_1\Images\5601887426522.15F.JPG
Irresistível Adam,About Adam,TRUE,TRUE,2000,93,Comédia,Z:\Databases\DVD_1\Images\I7DEA206D647C2D20.15F.JPG
Jackie Brown,,TRUE,TRUE,1997,151,,Z:\Databases\DVD_1\Images\5608652000512.15F.JPG
Janela indiscreta,Rear Window,TRUE,TRUE,1998,85,Suspense/Thriller,Z:\Databases\DVD_1\Images\5600304160544.15F.JPG
Jantando Fora com Timon & Pumba,Dining out With Timon & Pumba,TRUE,TRUE,1995,70,Animação,Z:\Databases\DVD_1\Images\5601887466641.15F.JPG
Jerry Maguire,,FALSE,TRUE,1996,134,,Z:\Databases\DVD_1\Images\5606376284485.15F.JPG
Jimmy Neutron - O Pequeno Génio,Jimmy Neutron: Boy Genius,TRUE,TRUE,2001,79,,Z:\Databases\DVD_1\Images\5601887438631.15F.JPG
Jogo de Espiões,Spy Game,TRUE,TRUE,2001,121,Acção,Z:\Databases\DVD_1\Images\5601887439157.15F.JPG
Jogo de Lágrimas,The Crying Game,TRUE,TRUE,1992,108,,Z:\Databases\DVD_1\Images\5606118000083.15F.JPG
Jogo de Traições,Reindeer Games,TRUE,TRUE,2000,101,Acção,Z:\Databases\DVD_1\Images\5608652004664.15F.JPG
Jogo Sujo,Leatherheads,TRUE,TRUE,2008,114,Comédia,Z:\Databases\DVD_1\Images\5050582575446.15F.JPG
Jogos de Poder,Charlie Wilson's War,TRUE,TRUE,2007,98,Comédia,Z:\Databases\DVD_1\Images\5050582544763.15F.JPG
Jogos Quase Perigosos,Get Shorty,TRUE,TRUE,1995,105,Comédia,Z:\Databases\DVD_1\Images\5608652006095.15F.JPG
John F. Kennedy,,TRUE,TRUE,0,0,,Z:\Databases\DVD_1\Images\M29.15F.JPG
John Q.,John Q,FALSE,TRUE,2002,111,Drama,Z:\Databases\DVD_1\Images\5602193310222.15F.JPG
John Wick 2,John Wick: Chapter 2,TRUE,TRUE,2017,122,Crime,Z:\Databases\DVD_1\Images\031398259442F.JPG
Julgamento,,TRUE,TRUE,2007,102,Drama,Z:\Databases\DVD_1\Images\5600304194693.15F.JPG
Julie e Julia,Julie & Julia,FALSE,TRUE,2009,118,Comédia,Z:\Databases\DVD_1\Images\8414533066280.15F.JPG
Jumper,,FALSE,TRUE,2008,85,Ficção Científica,Z:\Databases\DVD_1\Images\5600304204057.15F.JPG
Junior,,FALSE,TRUE,1994,105,Comédia,Z:\Databases\DVD_1\Images\5050582003307.15F.JPG
Juno,,TRUE,TRUE,2007,92,Comédia,Z:\Databases\DVD_1\Images\5608652033176.15F.JPG
Justiça Cega,Internal Affairs,TRUE,TRUE,1990,115,Drama,Z:\Databases\DVD_1\Images\7896012250662.23F.JPG
Justiça Vermelha,Red Corner,FALSE,TRUE,1997,117,Suspense/Thriller,Z:\Databases\DVD_1\Images\5600304176798.15F.JPG
Justiceiro Incorruptível,Walking Tall,TRUE,TRUE,2004,83,Acção,Z:\Databases\DVD_1\Images\5600304174534.15F.JPG
